UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
145	9
281	0
0	57
0	0
2	3
0	194
1	0
0	1
0	3
1	0
0	3
1	0
1	0
0	1
0	1
0	564
0	1
1	0
0	0
83	0
1	1
1	0
8	106
2	2
118	1
0	0
60	21
29	1
2	1
130	0
0	1
5	0
128	0
0	27
0	15
0	59
0	60
0	3
0	236
0	0
0	0
0	0
0	1
0	0
0	3
0	1
2	0
0	57
0	97
0	0
0	193
0	0
1	0
0	564
1	0
0	1
0	0
0	1
0	3
0	9
0	11
0	1
128	176
0	0
0	1
0	0
0	0
0	0
0	1
1	101
0	0
1	0
0	0
0	0
0	0
45	179
0	1
0	0
2	0
2	0
13	1
0	92
0	0
0	1
0	0
1	0
2	0
0	0
63	0
1	0
95	0
0	0
2	0
128	0
0	0
0	0
0	0
334	1
0	0
0	0
0	44
2	0
376	0
1	0
1	0
0	97
0	1
0	1
0	9
0	0
0	0
0	0
0	0
7	0
282	0
0	0
3	0
5	0
73	0
0	0
827	9
0	44
0	0
0	0
0	0
0	14
133	0
25	0
2	0
164	0
0	0
2	0
0	0
0	11
0	0
0	0
0	81
0	101
1	0
0	0
0	0
0	1
0	0
15	273
0	0
0	0
0	0
0	0
0	0
143	0
0	236
0	3
0	60
0	15
0	0
0	27
0	0
1	0
0	1
1	0
0	0
0	0
3	1
0	21
6	4
0	0
0	1
0	0
213	0
0	106
0	0
0	0
0	0
0	0
0	1
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1150	303
906	615
2062	575
1542	153
555	0
1098	414
1445	69
1470	0
469	0
2284	4
1428	1
139	0
1653	0
2	148
0	149
0	0
0	2
0	2
3	16
0	2
0	17
0	0
0	0
0	0
0	139
0	1
3	29
155	0
5	0
4	0
0	0
32	0
0	0
0	0
0	0
0	0
0	0
0	0
