UniqueCount	AmbigCount
151	2
7	0
5	0
28	0
2	0
0	0
0	0
3	0
0	0
3	0
22	0
2	0
13	0
14	1
12	3
6	0
1	2
5	0
20	0
6	0
14	0
6	3
18	0
10	1
19	4
8	1
5	0
13	0
15	0
13	0
11	1
18	0
12	0
22	0
23	1
15	0
6	0
12	0
6	0
13	3
9	1
11	5
3	0
25	0
24	0
12	0
6	0
18	0
15	0
10	0
32	1
32	0
27	0
27	0
20	0
25	0
43	0
31	0
30	0
19	2
0	0
0	0
58	0
72	0
128	0
0	0
31	0
5	0
0	0
97	4
8	0
0	0
11	0
0	0
92	2
0	0
2	0
21	0
2	1
28	2
0	0
0	0
0	0
0	0
0	0
0	30
54	0
496	314
4836	553
0	632
0	72
89	186
4	1373
206	122
0	89
0	855
124	124
0	98
157	1378
208	1393
28	72
0	190
0	552
10	107
433	310
24	0
2516	267
74	236
55	113
45	204
107	342
1504	1682
133	1086
544	1250
1119	3591
202	312
2376	3086
58	145
54	76
198	314
0	1148
59	587
0	256
0	552
11	51
3	2561
0	35
0	35
0	276
3587	626
9	11
0	98
56	110
26	7
2	632
5	2150
8	830
2	1396
28	4
493	589
1	552
19	473
0	72
0	206
0	89
2	857
0	469
0	1903
0	190
1511	1137
0	64
0	198
2	770
0	321
0	161
693	582
30	708
23	0
983	40
0	2
0	72
0	193
103	1135
0	468
46	85
246	55
54	19
121	240
0	729
2691	224
2	465
2	260
1207	196
196	15
65	1
774	17
125	4
154	5
0	0
523	23
526	347
7	36
3988	25
5	2
206	241
178	23
0	148
0	666
173	18
271	64
76	2
10	76
0	2148
0	197
1	463
0	468
0	2
0	10
0	0
35	0
180	9
507	131
0	0
676	32
509	17
43	68
26	9
925	354
2	666
27	7
11	148
4	356
5	614
2	171
88	9
249	17
1578	395
12	0
1914	36
0	260
4	1913
0	206
0	763
0	729
3	768
29	81
0	321
1	193
0	469
9	1
8	583
0	169
7	86
0	5
1	55
1	20
2418	74
0	2561
0	47
0	552
0	583
493	535
0	1149
14	154
4	66
11	143
41	2682
2	3
49	132
24	3754
13	1163
24	1110
0	1066
39	1783
0	53
10	5
2	380
1	0
2	87
0	293
0	416
0	2
0	95
1	624
5	36
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
337824	45668
278246	218528
1047895	791033
475196	96309
85415	40641
279637	234546
510656	182788
108646	81
92357	15154
672643	16811
419458	1177
6937	515
376800	204
3	32026
13	22802
129	1
0	0
0	0
313	1067
0	953
359	1101
0	3
0	3
85	16
3	727
45	1091
0	1671
270	0
0	0
30	571
31	45
1148	142
286	724
0	18
0	4
0	4
0	14
15	210
0	868
0	24
0	22
0	0
0	0
0	0
124	974
0	75
49	10
0	807
5	69
9	0
0	0
0	11
4	11
0	63
0	0
4	0
0	0
0	12263
28	11784
0	11726
9	9949
2	11542
0	10976
92	9326
0	10570
2	7282
15	10944
0	8513
0	8102
1	6095
0	5275
67	7567
0	4627
0	3315
5	2003
0	1674
16	1954
0	488
17	1049
0	483
0	0
0	0
0	0
0	0
0	0
0	0
0	678
45	678
0	206
9	93
21	58
0	51
0	1
0	0
0	0
119	12
10	12
3690	1249
28	839
0	839
112	676
0	65
20	2482
0	14072
0	911
0	14053
14	211
8	1075
5	2284
0	13904
6	1372
0	4
0	0
0	49
0	1
0	0
9	2
0	0
0	0
0	1
3	1660
2	3585
11	9419
302	75
7	8286
0	846
9	625
0	7134
8	2955
691	8665
0	1697
127	487
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1767	4400
0	2993
214	3056
30	1255
0	43225
2	51710
5	43742
0	35551
0	39267
0	47482
0	0
0	0
0	0
0	0
0	50842
0	42352
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	120256
0	91489
0	120280
1	92181
0	116101
0	116146
0	116037
0	87297
0	87282
0	87147
69	115751
0	86965
0	86764
1	87273
0	115568
0	115738
2	114588
0	113120
0	109643
0	113913
0	48336
0	52183
0	46448
0	52178
0	52178
0	912
0	916
5	14
45	13
1	1
0	66
0	47
0	39
0	0
0	24
2	3
0	24
0	2
56	102
0	0
0	3
0	5
3	3
0	26
0	29
0	29
0	5
0	10
63	600
2	569
0	38
0	319
0	18
0	10
0	9
0	0
0	0
0	0
0	0
432	708
0	288
0	160
1	20
1487	466
6	205
6	136
1	116
1019	1584
5	1509
0	112
6	182
12	139
2	7
0	2815
18	2798
0	2344
0	2018
34	907
0	138
0	589
4	381
9	213
6	37
0	37
40	0
58	2
0	7
0	5
0	5
0	9
0	5
2	0
0	0
0	3
0	7
0	3
0	0
0	1
0	1
0	1
0	3
0	451
0	450
4	83
1	0
1	0
0	0
1	0
0	1
379	1604
3	2094
63	2095
1	1202
47	271
0	86
3	52
0	362
0	130
3	522
0	160
0	90
0	43
0	161
0	57
0	24
5	33
585	1257
0	462
106	1260
16639	31
21	24
24327	14910
11	14902
3	14199
525	488
0	288
82	136
0	337
15	279
0	208
7	110
29	2053
0	1847
29	415
31	143
97	55
7	2010
3	4852
11	256
0	390
1	150
1	103
4	4851
0	119
0	370
3	370
293	227
2	4979
0	4988
0	4984
0	1067
2	1939
0	517
13	15261
24	10647
0	6592
111	270
16	4913
45	16912
13	6597
163	15246
246	51
8	4
0	6548
8	5531
41	4679
65	2099
99	5364
0	50
0	248
111	125
0	248
0	36
9	136
0	28
119	11962
241	11977
1117	5522
15	6
1	3
0	3
0	0
0	1
41	4043
3	5596
348	5754
2	1988
103	4779
0	5708
14	2104
1	4878
31	5508
76	4049
1	832
158	4852
0	4038
49	208
0	4400
0	3696
5	4740
10	3668
12	409
7	87
0	732
117	160
29	262
0	276
84	230
0	266
0	246
0	130
8	185
0	51
5	32
0	21
0	32
4	11
0	28
0	26
3	25
12	11
0	0
0	0
0	0
6	128
8	33
2095	2173
0	393
79	1562
0	382
13	491
90	315
2	313
187	476
29	316
34	170
538	2830
653	1409
0	2448
83	6692
31	1219
9	1043
2	1125
13	6013
3	1187
1751	2953
279	9761
1456	18427
56	3122
1	4580
0	13164
76	19136
54	12578
5	1333
20	4258
0	16781
3	1029
6	7655
44	6154
12	3069
7	137
477	173
0	0
12	13
13	3
5	3
0	2
0	4
0	4
0	43
0	47
61	283
93	5296
0	876
0	374
38	341
0	440
25	444
424	5286
27	237
49	921
1	486
10	636
4	524
11	166
4	702
9	1239
85	571
1895	858
138	10917
4	568
30	10402
15	165
24	10274
0	1254
365	2410
0	43
0	47
339	2164
1	1100
10	1767
536	895
24	1053
0	213
0	354
0	1356
0	97
1	2326
0	244
0	121
0	1435
0	113
0	430
6	1385
0	1365
0	641
5	20
25	108
1	173
0	2226
1	228
5	113
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
148	11916
0	17443
43	16594
0	15814
97	11667
13	13889
18	1905
251	1582
347	933
79	3444
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3234	26725
7	23756
799	12943
4	0
12	2552
0	2552
0	1189
0	89
0	101
0	1737
14	336
0	15858
43	3822
356	566
12667	16402
16	3649
575	967
318	1448
812	2315
760	1960
1	0
0	0
0	0
0	0
0	6250
0	4404
13	117
7	2808
8	6145
4	6658
2	6698
0	6380
0	5673
0	5503
51	5533
13	5349
0	5390
10	5669
