UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
30	7
157	5
0	34
0	0
4	5
0	25
0	1
0	2
0	21
2	0
0	5
19	79
38	93
0	0
0	5
0	19
7	11
0	5
2	0
65	2
8	1
0	3
8	0
17	2
85	27
4	15
27	39
17	4
22	6
147	31
1	4
68	28
12	2
0	64
1	16
0	18
0	45
0	5
0	76
0	0
0	0
0	2
19	8
0	0
0	5
0	7
3	0
0	34
1	19
46	47
0	25
0	0
6	4
0	19
5	24
0	0
0	2
0	2
0	21
0	34
0	61
0	5
60	13
0	0
0	12
0	5
0	12
0	2
27	5
0	19
0	0
8	0
0	0
0	0
0	6
27	20
0	43
1	0
58	0
0	0
1	1
0	27
17	0
0	7
0	7
61	3
6	0
2	0
22	0
0	0
5	0
0	0
38	0
56	0
0	1
1	0
0	0
34	10
4	0
0	4
0	36
13	0
28	1
0	0
2	1
0	19
0	12
0	7
0	34
0	0
0	0
0	0
0	0
10	0
32	8
0	0
38	0
20	0
11	0
2	0
98	10
0	36
0	0
0	4
0	2
0	8
1	2
6	0
13	0
46	5
1	0
45	0
0	7
0	61
0	2
0	5
0	27
0	30
1	0
0	12
0	6
0	43
0	0
0	11
1	0
0	0
0	0
0	0
0	1
103	0
1	76
0	4
0	45
0	16
10	2
0	64
0	0
0	28
2	4
10	30
0	0
1	4
4	7
1	38
4	4
0	15
2	27
0	1
0	0
0	2
0	0
3	1
0	2
0	3
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2745	173
1470	1443
47800	25817
9465	445
159	0
2539	786
19363	803
907	0
1388	4
6055	56
4031	2
24	0
8201	3
0	1126
1	628
141	0
0	1
0	0
30	33
0	50
14	35
0	0
0	0
5	1
2	97
8	48
41	182
155	0
1	0
11	4
2	1
248	23
19	36
0	2
0	0
0	0
0	1
