UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
38	0
946	0
0	160
0	1
1	74
0	5
1	0
0	3
0	2
0	0
0	281
2	4
1	2
0	1
0	1
0	630
0	0
1	0
10	0
217	0
171	0
1	0
0	0
3	0
2	2
0	4
2	4
149	0
1	85
3	3
0	0
0	0
1	0
0	57
0	70
0	2
0	2
0	107
0	245
0	0
0	0
1	0
2	0
0	0
1	281
0	0
3	0
0	160
0	76
2	3
0	5
2	0
1	15
0	630
0	1
0	1
0	0
0	3
0	2
0	3
0	5
0	1
51	0
0	1
0	1
0	16
0	1
0	1
2	1
0	1
275	0
1	0
0	0
0	1
0	3
27	74
0	2
1	22
192	0
0	0
0	0
0	1
0	0
0	0
0	0
316	6
1	0
0	0
3	0
0	0
1	0
0	0
1	0
293	0
2	0
0	0
0	0
3	1
0	0
0	0
0	2
0	0
299	0
1	0
0	0
0	76
0	1
0	0
0	3
0	0
0	0
0	0
0	0
2	0
3	0
0	0
4	0
44	0
0	0
0	0
314	0
0	2
0	0
0	0
0	3
0	3
0	0
0	0
21	0
112	0
0	0
6	0
0	0
0	5
0	0
0	16
0	1
0	1
177	22
0	1
0	3
0	2
0	0
0	138
2	0
1	0
0	0
0	1
0	0
2	0
0	245
0	107
0	2
0	70
1	0
0	57
0	0
2	0
0	0
0	3
2	0
0	83
0	0
0	2
93	10
0	2
0	4
0	0
4	0
0	3
0	0
2	0
0	2
0	2
0	1
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1402	81
907	418
2997	344
967	26
624	5
1063	216
1570	154
1315	0
690	0
2734	17
1938	1
188	1
2119	0
0	604
0	606
16	0
0	1
0	1
117	27
0	5
0	28
0	0
0	0
0	0
0	50
0	5
0	129
107	0
5	0
2	0
0	0
82	0
1	0
0	0
0	1
0	1
0	1
0	0
0	57
