UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
886	37
578	2
0	1425
0	0
17	25
0	708
78	0
0	0
0	173
1	0
0	108
148	858
275	866
23	17
0	53
0	699
0	7
21	0
118	0
1559	48
220	12
0	25
294	2
590	6
803	288
49	715
634	441
415	67
249	79
714	376
32	18
160	22
261	12
0	1366
252	347
1	642
0	1197
3	91
15	2842
0	118
0	119
0	0
81	92
0	0
0	108
0	4
1049	0
0	1425
0	845
3	121
0	731
0	0
454	301
0	699
295	61
0	17
0	104
0	0
0	173
0	651
6	1086
0	53
2193	212
0	0
0	173
0	532
0	157
0	106
750	102
61	1123
7	0
144	8
0	0
0	0
0	159
1529	332
0	401
14	10
287	82
44	0
422	14
2	1236
137	0
2	417
0	55
852	74
186	0
35	0
164	0
119	0
160	0
0	0
24	0
825	4
1	63
74	0
0	0
714	50
111	0
0	41
0	1362
93	0
1593	63
87	0
56	12
0	845
0	173
0	417
0	651
0	0
0	0
0	0
21	0
353	4
1183	49
0	0
547	0
1279	0
146	0
60	0
3455	68
1	1362
0	0
0	41
18	59
0	26
4	2
98	0
48	0
698	47
0	0
1677	0
0	55
0	1086
0	104
0	532
0	1238
0	1190
80	10
0	157
0	159
2	401
0	0
9	1703
1	0
9	0
0	0
0	0
0	0
1606	0
1	2842
32	91
0	1197
5	347
38	7
0	1366
0	1
2	22
21	18
41	389
0	0
0	63
53	103
10	442
33	23
0	715
19	284
0	0
63	0
0	59
0	0
0	0
0	0
0	1
0	0
0	0
0	26
18	119
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3754	426
2135	1838
7547	3267
6923	299
1363	26
4340	1017
6942	533
3166	0
1030	0
4950	0
2789	0
15	0
4116	0
0	499
0	523
0	0
0	2
0	0
38	552
0	36
15	678
0	1
0	1
0	0
0	82
2	39
0	1534
19	0
0	0
30	5
