UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
15	1
39	1
0	6
0	0
1	0
0	14
1	0
0	1
0	19
4	0
0	4
11	18
3	22
1	2
0	4
0	8
2	7
0	0
1	0
20	0
0	0
1	0
5	0
11	0
32	10
2	6
11	16
3	4
6	1
50	10
0	1
4	0
9	0
0	26
8	4
0	5
0	11
0	0
0	25
0	1
0	1
0	0
3	4
0	0
0	4
0	7
6	0
0	6
0	7
21	6
0	14
0	0
8	1
0	8
1	3
0	2
0	1
0	1
0	19
0	11
0	21
0	4
10	5
0	0
0	6
0	2
0	2
0	1
12	2
3	16
0	0
2	0
0	0
0	0
0	1
3	6
0	10
1	1
9	1
1	0
6	2
0	16
3	0
0	4
0	3
10	0
1	0
3	0
9	0
0	0
4	0
0	0
19	0
6	0
2	0
2	0
0	0
12	2
2	0
0	1
0	16
2	0
7	0
0	0
3	1
0	7
0	6
0	4
0	11
0	0
0	0
0	0
0	0
4	0
13	0
0	0
15	0
7	0
0	0
0	0
74	1
0	16
0	0
4	1
1	1
0	0
1	0
1	0
5	0
15	1
0	0
18	0
0	3
0	21
0	1
0	2
0	16
0	17
1	1
0	2
2	1
0	10
0	0
0	17
0	0
0	0
0	0
0	0
0	0
24	0
0	25
0	0
0	11
0	4
0	0
0	26
0	0
0	0
0	1
5	11
0	0
0	1
0	4
0	16
1	3
0	6
0	10
0	0
0	0
0	1
0	0
0	1
0	0
0	2
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2309	75
1541	892
5750	1794
1566	74
355	6
2496	766
2024	156
356	0
520	1
3378	10
2458	0
66	0
2656	1
0	115
0	80
28	0
0	0
0	0
6	12
0	13
1	12
0	1
0	0
2	0
0	22
6	13
1	29
23	0
0	0
5	3
1	1
16	4
5	4
0	3
0	6
0	6
0	3
0	0
