UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1052	1
0	0
83	0
154	1
0	358
0	284
69	38
0	616
0	1
0	269
0	501
614	0
0	394
19	27
184	124
0	0
0	0
0	358
0	76
549	30
42	0
537	0
83	0
58	2
204	1
73	1
75	83
0	518
186	136
66	7
1	1
171	0
27	227
162	20
302	83
0	306
2	175
314	41
0	47
0	113
0	685
7	879
1	516
14	157
560	0
20	0
0	394
0	75
0	0
35	358
0	74
475	96
0	616
282	0
124	279
0	358
1	96
0	0
0	28
0	269
0	501
0	189
0	28
0	0
695	81
24	8
0	280
0	336
0	20
0	20
78	1
31	48
330	0
12	0
60	11
0	284
0	410
36	117
0	107
2	8
133	0
0	0
38	5
0	55
162	0
0	155
2	10
204	0
192	0
248	0
105	0
122	0
86	0
111	0
43	0
211	0
56	0
97	0
0	0
153	0
22	0
0	8
0	150
17	0
211	0
94	0
19	114
0	74
0	280
0	155
0	189
0	47
59	0
10	0
1	0
134	0
63	107
127	0
65	0
5	0
219	0
11	0
573	107
0	36
124	0
0	8
118	151
0	138
0	0
76	0
25	0
83	0
100	0
86	0
0	10
0	28
0	28
0	336
0	55
0	48
1	8
0	20
0	410
0	107
324	0
0	45
88	1
163	0
13	98
50	332
11	3
152	0
4	685
0	113
0	47
378	175
332	0
0	306
52	142
75	20
101	227
72	0
378	0
149	1
373	7
0	95
159	264
0	518
37	133
47	0
373	0
0	151
109	0
4	3
0	17
0	17
0	324
0	56
0	138
0	884
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
908	31
919	370
1525	195
754	96
174	3
719	172
721	72
224	2
134	24
1466	25
2098	19
1285	19
1512	1
29	3205
0	2808
683	0
81	929
0	332
1776	1735
80	830
0	1735
0	158
0	158
0	0
0	0
35	720
0	62
1088	0
1026	0
0	0
2	2
319	2
49	0
0	235
0	912
0	912
0	29
